siteName,siteStatus,siteAddress,siteState,siteZip,contactPhone,startDate,endDate,daysofOperation,breakfastTime,lunchTime,snackTimeAM,snackTimePM,dinnerSupperTime,latitude,longitude
Lazy River Trailer Court,,"11595 N River Rd Payette, ID 83661",ID,83661,2086424751,3/18/2020,3/30/2020,,,,,,,44.1313052,-116.9099605
LDA Church Parking Lot,,"403 N. Blvd Grangeville, ID 83530",ID,83530,2089830990,3/19/2020,6/30/2020,,,,,,,45.927307,-116.1118524
Lena Whitmore Park,,"110 S Blaine St. Moscow , ID 83843",ID,83843,2088921123,3/24/2020,4/3/2020,,,,,,,46.7332946,-116.9853418
Lewis & Clark Elementary,,"1105 Laster Street Caldwell, ID 83607",ID,83607,2084553331,3/18/2020,6/30/2020,,,,,,,43.6262729,-116.6876452
Lewis & Clark Elementary School,,"800 Grace Dr. Pocatello, ID 83201",ID,83201,2082353256,3/25/2020,5/30/2020,,,,,,,42.8901247,-112.4605468
Lewis & Clark Middle School,,"4141 E Pine St. Meridian, ID 83642",ID,83642,2083505109,3/20/2020,6/30/2020,,,,,,,43.610214,-116.341619
Limelight Apartments,,"2013 Warm Springs Rd. Ketchum, ID 83333",ID,83333,2085785000,3/18/2020,4/3/2020,,,,,,,43.69095350000001,-114.3874066
Lincoln Elementary,,"1200 Grant St. Caldwell, ID 83605",ID,83605,2084553331,3/18/2020,6/30/2020,,,,,,,43.6581005,-116.6888494
Lincoln Elementary School,,"238 Buhl St. N Twin Falls, ID 83301",ID,83301,2087330134,3/30/2020,4/30/2020,,,,,,,42.5618484,-114.475752
Linden Park Elementary School,,"1305 9th Street Idaho Falls, ID 83404",ID,83404,2085257532,3/18/2020,6/30/2020,,,,,,,43.4901995,-112.0078544
Lindy Ross Elementary,,"526 S Oakley St Dubois, ID 83423",ID,83423,2085208099,3/18/2020,4/2/2020,,,,,,,44.1794353,-112.231159
Lower Ross Park,,"Riverside Dr and W Carson St Pocatello, ID 83201",ID,83201,2082353256,3/25/2020,5/30/2020,,,,,,,42.870195,-112.462608
Luke's Gulch Bus Route,,"215 Main Street Stites, ID 83552",ID,83552,2089830990,3/19/2020,6/30/2020,,,,,,,46.0914067,-115.9764749
Luke's Gulch Bus Route,,"Intersection LAZY J DRIVE And N. River Road Stites, ID 83552",ID,83552,2089830990,3/19/2020,6/30/2020,,,,,,,46.102583,-115.981458
Luke's Gulch Bus Route,,"729 Three Bear Lane Stites, ID 83552",ID,83552,2089830990,3/19/2020,6/30/2020,,,,,,,46.0915589,-115.9762528
Luke's Gulch Bus Route,,"221 Cottonwood Creek Road Stites, ID 83552",ID,83552,2089830990,3/19/2020,6/30/2020,,,,,,,46.0917152,-116.0072343
Luke's Gulch Bus Route,,"2157 Lukes Gulch Road Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.0464119,-115.9809749
Luke's Gulch Bus Route,,"2135 Lukes Gulch Road Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.0444279,-115.9803955
Luke's Gulch Bus Route,,"1881 Lukes Gulch Road Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.031757,-116.002406
Luke's Gulch Bus Route,,"1832 Lukes Gulch Road Stites, ID 83552",ID,83552,2089830990,3/19/2020,6/30/2020,,,,,,,46.0267862,-115.995628
M & W Market,,"122 5th Avenue West Gooding, ID 83330",ID,83330,2089344321,3/18/2020,6/30/2020,,,,,,,42.9408239,-114.7136536
Mackay School District,,"400 E Spruce St Mackay, ID 83251",ID,83251,2085882834,3/24/2020,4/2/2020,,,,,,,43.9078942,-113.608968
Madison High ,,"2300 University Blvd Rexburg, ID 83440",ID,83440,208359362,3/18/2020,3/28/2020,,,,,,,43.8058092,-111.8241263
Madison Jr. High,,"134 Madison Avenue Rexburg, ID 83440",ID,83440,208359362,3/18/2020,3/28/2020,,,,,,,43.8290258,-111.7694883
Madison Middle,,"575 W 7th St. Rexburg, ID 83440",ID,83440,208359362,3/18/2020,3/28/2020,,,,,,,43.8105158,-111.8011575
Magnolia Apartment Complex,,"3549 W. Magnolia Boise , ID  83703",ID ,83703,2088544067,3/23/2020,6/30/2020,,,,,,,43.6505628,-116.2316567
Main St. Mobile Home Park,,"2245 California St. Gooding, ID 83330",ID,83330,2089344321,3/17/2020,6/30/2020,,,,,,,42.9251944,-114.7159507
Main Street Trailer Park,,"2200 Main St Gooding, ID 83330",ID,83330,2089344321,3/18/2020,6/30/2020,,,,,,,42.9248747,-114.7128254
Malad Elementary School,,"250 W 400 N Malad, ID 83252",ID,83252,2085346080400,3/30/2020,4/10/2020,,,,,,,42.1948306,-112.2518401
Manchester & Beech Intersection,,"Manchester Dr & W Beech St Caldwell, ID 83605",ID,83605,2084553331,3/18/2020,6/30/2020,,,,,,,43.6424491,-116.7040457
Marsing City Park,,"425 W Main St Marsing, ID 83639",ID,83639,2086495411,3/18/2020,4/10/2020,,,,,,,43.5450463,-116.8084297
Marsing Elementary School,,"207 8th Ave West Hwy 78 Marsing, ID 83639",ID,83639,2086495411,3/18/2020,4/10/2020,,,,,,,43.54275639999999,-116.8127739
Marsing High School,,"209 8th Ave West Hwy 78 Marsing, ID 83639",ID,83639,2086495411,3/18/2020,4/10/2020,,,,,,,43.54347810000001,-116.8122275
Marsing Labor Camp,,"5758 ID-78 Marsing, ID 83639",ID,83639,2086495411,3/18/2020,4/10/2020,,,,,,,43.5341835,-116.81147
Marsing Middle School,,"209 8th Ave West Hwy 78 Marsing, ID 83639",ID,83639,2086495411,3/18/2020,4/10/2020,,,,,,,43.54347810000001,-116.8122275
Marsing/Homedale Cemetary,,"4444 Cemetery Rd. Marsing, ID 83639",ID,83639,2086495411,3/18/2020,4/10/2020,,,,,,,43.5452773,-116.8973545
McGhee Elementary,,"636 Warner Ave. Lewiston , ID 83501",ID,83501,2087483064,3/16/2020,,,,,,,,46.383587,-116.9979849
Meridian Elementary,,"1035 W 1st St Meridian, ID 83642",ID,83642,2086393165,3/19/2020,6/5/2020,,,,,,,43.6136954,-116.3962695
Meridian Middle School,,"1507 W 8th St. Meridian, ID 83642",ID,83642,2083505109,3/20/2020,6/30/2020,,,,,,,43.6176543,-116.4044068
Middleton Academy,,"200 S. Viking Ave Middleton, ID 83644",ID,83644,2085856700,3/17/2020,4/3/2020,,,,,,,43.7054925,-116.6268742
Midway Elementary,,"623 N 3470 E Menan, ID 83434",ID,83434,2087456693,3/18/2020,4/3/2020,,,,,,,43.7060934,-112.0061153
Mill Road Bus Stop,,"316 Mill Rd Mullan, ID 83846",ID,83846,2087441118,3/19/2020,6/30/2020,,,,,,,47.4663317,-115.8081601
Minidoka National Historical Site,,"Hunt Road Jerome, ID 83338",ID,83338,2088294107,3/31/2020,6/30/2020,,,,,,,42.6781139,-114.2134378
Monteview Church,,"2413 N 800 E Monteview, ID 83450",ID,83450,2086636017,3/20/2020,4/3/2020,,,,,,,43.973487,-112.541305
Moreland Elementary,,"185 N 750 W Moreland, ID 83256",ID,83256,2086843001,3/23/2020,6/30/2020,,,,,,,43.2241769,-112.4444343
Mores Creek Fire Dept.,,"128 Mores Creek Rim Rd. Boise, ID 83716",ID,83716,2083924183,3/30/2020,6/30/2020,,,,,,,43.651674,-115.978049
Morley Nelson Elementary,,"7701 W Northview St Boise , ID 83704",ID,83704,2088544067,3/23/2020,6/30/2020,,,,,,,43.6257712,-116.2790086
Morningside Elementary School,,"701 Morningside Twin Falls, ID 83301",ID,83301,2087330134,3/30/2020,4/30/2020,,,,,,,42.5576306,-114.4490003
Mountain Home High School,,"300 S 11th E Mountain Home, ID 83647",ID,83647,2085872580,3/30/2020,6/30/2020,,,,,,,43.129839,-115.6850439
Mountain Home Junior High School,,"1600 E 6th S St Mountain Home, ID 83647",ID,83647,2085872580,3/30/2020,6/30/2020,,,,,,,43.1279942,-115.68144
Mt. Hall Elementary School,,"1275 Highway 1 Bonners Ferry, ID 83805",ID,83805,2082675519,3/23/2020,5/31/2020,"M,T,W,Th",,,,,,48.6958728,-116.3069393
Mt. Harrison High School,,"1431 17th Street Heyburn, ID 83336",ID,83336,2084363625,3/18/2020,3/20/2020,,,,,,,42.5570563,-113.7633695
Mt. View Middle School,,"645 W 50 S Blackfoot, ID 83221",ID,83221,2087858861,3/23/2020,4/3/2020,,,,,,,43.1901065,-112.3319126
Mtn. View Trailer Park,,"2819 S Georgia Ave Caldwell, ID 83605",ID,83605,2084553331,3/18/2020,6/30/2020,,,,,,,43.645416,-116.666761
Mud Lake City Building,,"1005 E 1500 N Terreton, ID 83450",ID,83450,2086636017,3/20/2020,4/3/2020,,,,,,,43.84127609999999,-112.4946315
Mullan School District,,"345 Park St Mullan , ID 83846",ID,83846,2087441118,3/19/2020,6/30/2020,,,,,,,47.4692324,-115.797922
Murtaugh School District,,"500 Boyd West Murtaugh, ID 83344",ID,83344,2084325451,3/30/2020,6/30/2020,,,,,,,42.4925038,-114.1662831
Nampa Boys and Girls Club,,"316 Stampede Dr. Nampa, ID 83687",ID,83687,2086393165,3/19/2020,6/5/2020,,,,,,,43.5870818,-116.5463341
Naples Elementary School,,"145 School House Rd Naples, ID 83847",ID,83847,2082675519,3/23/2020,5/31/2020,"M,T,W,Th",,,,,,48.5720105,-116.3937567
New Horizon Center,,"955 W Alameda Pocatello, ID 83201",ID,83201,2082353256,3/25/2020,5/30/2020,,,,,,,42.8908044,-112.4706876
New Plymouth Elementary,,"704 S. Plymouth Avenue New Plymouth, ID 83655",ID,83655,2082785333128,3/30/2020,6/30/2020,,,,,,,43.9628679,-116.8206965
Nezperce School,,"614 2nd Avenue Nezperce, ID 83543",ID,83543,2089372551,3/19/2020,6/30/2020,,,,,,,46.2367916,-116.2416536
North Council,,"2264 Jonathan Ave Fruitvale, ID 83612",ID,83612,2082534223,3/30/2020,4/30/2020,,,,,,,44.8158025,-116.4402205
North Elementary,,"290 E 12th N Mountain Home, ID 83647",ID,83647,2085872580,3/30/2020,6/30/2020,,,,,,,43.1455815,-115.6987225
North Gate Trailer Park,,"1300 N 9th St Payette, ID 83661",ID,83661,2086424751,3/18/2020,3/30/2020,,,,,,,44.0883432,-116.9331647
North Pleasant Valley,,"3371 North Pleasant Valley Road American Falls, ID 83211",ID,83211,2082214830,3/30/2020,5/1/2020,,,,,,,42.848976,-112.9625415
North-Heifer Ranch,,"2050 E 1500 S Gooding, ID 83330",ID,83330,2089344321,3/17/2020,6/30/2020,,,,,,,42.9837305,-114.679826
Northwest Expedition Academy,,"9650 N Government Way Coeur d' Alene, ID  83814",ID ,83814,2089290220,3/23/2020,6/30/2020,,,,,,,47.7595857,-116.7857963
Notus Cafeteria,,"20250 Notus Road Caldwell, ID 83607",ID,83607,2084597442,3/30/2020,6/30/2020,,,,,,,43.6659193,-116.8027433
O.K. Ward Park,,"1400 W Quinn Rd Chubbuck, ID 83202",ID,83202,2082353256,3/25/2020,5/30/2020,,,,,,,42.9085362,-112.4826081
Oakley Elementary School,,"455 West Poplar St. Oakley, ID 83346",ID,83346,2088786626,3/30/2020,4/3/2020,,,,,,,42.2451215,-113.8889951
Old Garret Fgt. Parking,,"1424 3rd Ave S Payette, ID 83661",ID,83661,2086424751,3/18/2020,3/30/2020,,,,,,,44.0710653,-116.9254198
Old Pullman Highway Route,,"Taylor and Blake Moscow , ID 83843",ID,83843,2088921123,3/24/2020,4/3/2020,,,,,,,46.7226854,-117.0083761
Old Pullman Highway Route,,"2280 Old Pullman Highway Moscow , ID 83843",ID,83843,2088921123,3/24/2020,4/3/2020,,,,,,,46.7211175,-117.0342822
Old Pullman Highway Route,,"421 West Sweet Ave Moscow , ID 83843",ID,83843,2088921123,3/24/2020,4/3/2020,,,,,,,46.7250449,-117.004973
Oregon Trail Elementary School,,"660 Park Ave Twin Falls, ID 83301",ID,83301,2087330134,3/30/2020,4/30/2020,,,,,,,42.540858,-114.4663895
Orofino Elementary,,"1000 Michigan Ave Orofino, ID 83544",ID,83544,2084760500,3/23/2020,4/30/2020,,,,,,,46.4839255,-116.2441258
Orofino School District Bus Route,,"0 Orofino, ID 83544",ID,83544,2084760500,3/23/2020,4/30/2020,,,,,,,46.479347,-116.2551395
Orofino School District Bus Route,,"0 Weippe, ID 83553",ID,83553,2084760500,3/23/2020,4/30/2020,,,,,,,46.37601490000001,-115.9381946
Orofino School District Bus Route,,"0 Pierce, ID 83546",ID,83546,2084760500,3/23/2020,4/30/2020,,,,,,,46.4910207,-115.7990289
Orofino School District Bus Route,,"0 Lenore, ID 83541",ID,83541,2084760500,3/23/2020,4/30/2020,,,,,,,46.5007967,-116.540126
Paris Elementary,,"79 Fielding St Paris, ID 83261",ID,83261,2084067771,3/17/2020,3/26/2020,,,,,,,42.2264611,-111.3995585
Parma Middle School ,,"905 E. McConnell Ave Parma, ID 83660",ID,83660,20877940691414,3/30/2020,6/30/2020,,,,,,,43.7892824,-116.9361834
Paul Elementary,,"201 N 1st St. Paul, ID 83347",ID,83347,2084363625,3/18/2020,3/20/2020,,,,,,,42.607574,-113.785298
Payette Mobile Park,,"1520 N 6th St. Payette, ID 83661",ID,83661,2086424751,3/18/2020,3/30/2020,,,,,,,44.0908999,-116.938179
Payette Primary School,,"1320 3rd Ave N Payette, ID 83661",ID,83661,2086424751,3/18/2020,3/30/2020,,,,,,,44.0771946,-116.9271975
Pinehurst Elementary School,,"201 S 3rd Pinehurst, ID 83850",ID,83850,2087841348,3/23/2020,4/3/2020,,,,,,,47.537802,-116.2368538
Pingree Community Market Parking Lot,,"1505 W Highway 39 Pingree, ID 83262",ID,83262,2086843001,3/23/2020,6/30/2020,,,,,,,43.11731229999999,-112.5953281
Ponderosa Elementary School,,"3483 E. Ponderosa Blvd. Post Falls , ID  83854",ID ,83854,2087731625,3/19/2020,4/3/2020,,,,,,,47.7025449,-116.9022449
Popplewell Elementary School,,"200 6th St. Buhl, ID 83316",ID,83316,2085436648,3/30/2020,5/1/2020,,,,,,,42.6009254,-114.7545089
Post Falls High School,,"2832 E. Poleline Ave. Post Falls , ID  83854",ID ,83854,2087731625,3/19/2020,4/3/2020,,,,,,,47.7290152,-116.9079254
Potlatch Elementary,,"510 Elm St Potlatch, ID 83855",ID,83855,2088751331,3/20/2020,6/30/2020,,,,,,,46.9209989,-116.8951453
Potlatch Jr/Sr High School,,"130 6th St Potlatch, ID 83855",ID,83855,2088751331,3/20/2020,6/30/2020,,,,,,,46.9214097,-116.9018912
Preston High School,,"151 E 2nd St. Preston, ID 83263",ID,83263,2082406887,3/30/2020,6/30/2020,,,,,,,42.0930588,-111.8723841
Priest River Elementary School,,"231 Harriet Street Priest River, ID 83856",ID,83856,20844844365,3/23/2020,6/30/2020,,,,,,,48.1857409,-116.9112098
Priest River High School,,"5709 Hwy 2 Priest River, ID 83856",ID,83856,20844844365,3/23/2020,6/30/2020,,,,,,,48.1911575,-116.9182608
Raft River Elementary School,,"140 West Center Malta, ID 83342",ID,83342,2088786626,3/30/2020,4/3/2020,,,,,,,42.307382,-113.3736063
Ramsey Elementary,,"W 1351 Kathleen Ave Coeur d' Alene, ID  83814",ID ,83814,2089290220,3/23/2020,6/30/2020,,,,,,,47.7162635,-116.8043723
Ranch Bowl Bowling Alley,,"1730 Main St. Gooding, ID 83330",ID,83330,2089344321,3/18/2020,6/30/2020,,,,,,,42.9278282,-114.7118654
Raymond Park,,"N Grant Ave and W Carson St Pocatello, ID 83201",ID,83201,2082353256,3/25/2020,5/30/2020,,,,,,,42.868583,-112.465174
Reed Elementary School,,"1670 N Linder Rd. Kuna, ID 83635",ID,83635,2089191104,3/19/2020,6/30/2020,,,,,,,43.5046202,-116.4106207
Renaissance High School,,"1307 E Central Dr. Meridian, ID 83642",ID,83642,2083505109,3/20/2020,6/30/2020,,,,,,,43.5952709,-116.3779962
Ridge Crest Elementary,,"800 Airport Rd Blackfoot, ID 83221",ID,83221,2087858861,3/23/2020,4/3/2020,,,,,,,43.2026271,-112.3453044
Ridleys,,"Idaho St. & 9th Ave W Gooding, ID 83330",ID,83330,2089344321,3/18/2020,6/30/2020,,,,,,,42.936561,-114.714174
Ririe Elementary School ,,"260 1st West Ririe, ID 83443",ID,83443,2083177187,3/18/2020,6/30/2020,,,,,,,43.628908,-111.774495
River City Middle School,,"1505 N. Fir Street Post Falls , ID  83854",ID ,83854,2087731625,3/19/2020,4/3/2020,,,,,,,47.7242156,-116.9547677
Riverfront Park,,"508 E 42nd St. Garden City, ID 83714",ID,83714,2086393165,3/19/2020,6/5/2020,,,,,,,43.636233,-116.245594
Riverside Elementary,,"16 S 700 W Blackfoot, ID 83221",ID,83221,2086843001,3/23/2020,6/30/2020,,,,,,,43.1945122,-112.436045
Roberts Elementary,,"682 N 2858 E Roberts, ID 83444",ID,83444,2087456693,3/18/2020,4/3/2020,,,,,,,43.7250542,-112.1302615
Robie Creek Fire Dept.,,"349 Robie Creek Rd. Boise, ID 83716",ID,83716,2083924183,3/30/2020,6/30/2020,,,,,,,43.637741,-116.012733
Rockford Park,,"63 S 1200 W Blackfoot, ID 83221",ID,83221,2086843001,3/23/2020,6/30/2020,,,,,,,43.18726059999999,-112.5342607
Rockland School,,"321 E Center St Rockland, ID 83271",ID,83271,2085472221,3/30/2020,6/30/2020,,,,,,,42.5742578,-112.873165
Rocky Mountain Middle,,"3443 N Ammon Rd Idaho Falls, ID 83401",ID,83401,2082279671,3/16/2020,6/30/2020,,,,,,,43.5265903,-111.9652318
Rolling Hills Public Charter School,,"8300 Horseshoe Bend Road Boise, ID  83714",ID ,83714,6196543018,3/19/2020,6/30/2020,,,,,,,43.6856861,-116.3132945
Ross Elementary School,,"610 N School St. Kuna, ID 83636",ID,83636,2089191104,3/19/2020,6/29/2032,,,,,,,43.494332,-116.422308
Route #1: Enrose - Sand Hollow; stop 1.1,,"24761 Conway Road Caldwell, ID 83607",ID,83607,2084597442,3/30/2020,6/30/2020,,,,,,,43.7313431,-116.7933434
Route #1: Enrose - Sand Hollow; stop 1.10,,"19476 Market Rd Caldwell, ID 83607",ID,83607,2084597442,3/30/2020,6/30/2020,,,,,,,43.783004,-116.785169
Route #1: Enrose - Sand Hollow; stop 1.11,,"Corner of Dip Ln & Lon Davis Parma, ID 83660",ID,83660,2084597442,3/30/2020,6/30/2020,,,,,,,43.7709764,-116.8332907
Route #1: Enrose - Sand Hollow; stop 1.12,,"19583 Galloway Caldwell, ID 83607",ID,83607,2084597442,3/30/2020,6/30/2020,,,,,,,43.74721,-116.785246
Route #1: Enrose - Sand Hollow; stop 1.2  ,,"24248 Conway Road Caldwell, ID 83607",ID,83607,2084597442,3/30/2020,6/30/2020,,,,,,,43.7233168,-116.7908088
Route #1: Enrose - Sand Hollow; stop 1.3 ,,"24395 Hop Road Caldwell, ID 83607",ID,83607,2084597442,3/30/2020,6/30/2020,,,,,,,43.726204,-116.775472
Route #1: Enrose - Sand Hollow; stop 1.4,,"25784 Hop Road Caldwell, ID 83607",ID,83607,2084597442,3/30/2020,6/30/2020,,,,,,,43.745969,-116.772172
Route #1: Enrose - Sand Hollow; stop 1.5,,"18248 Goodson Caldwell, ID 83607",ID,83607,2084597442,3/30/2020,6/30/2020,,,,,,,43.7635999,-116.7612699
Route #1: Enrose - Sand Hollow; stop 1.6 (Sinclair Station),,"16000 Highway 20/26 Caldwell, ID 83607",ID,83607,2084597442,3/30/2020,6/30/2020,,,,,,,43.6962614,-116.7126841
Route #1: Enrose - Sand Hollow; stop 1.7,,"15581 Purple Sage Caldwell, ID 83607",ID,83607,2084597442,3/30/2020,6/30/2020,,,,,,,43.7353533,-116.7095094
Route #1: Enrose - Sand Hollow; stop 1.8,,"18346 Sand Hollow Caldwell, ID 83607",ID,83607,2084597442,3/30/2020,6/30/2020,,,,,,,43.77833709999999,-116.7560404
Route #1: Enrose - Sand Hollow; stop 1.9,,"Corner of Market & Sand Hollow Caldwell, ID 83607",ID,83607,2084597442,3/30/2020,6/30/2020,,,,,,,43.8075,-116.7475
Route #2: Dixie - In Town; stop 2.1 ,,"510 Notus Rd Notus, ID 83656",ID,83656,2084597442,3/30/2020,6/30/2020,,,,,,,43.7274959,-116.7973687
Route #2: Dixie - In Town; stop 2.10,,"Idaho & Hwy 20/26 Caldwell, ID 83607",ID,83607,2084597442,3/30/2020,6/30/2020,,,,,,,43.66293839999999,-116.6873596
Route #2: Dixie - In Town; stop 2.11,,"21377 Boise River Road Caldwell, ID 83607",ID,83607,2084597442,3/30/2020,6/30/2020,,,,,,,43.7160213,-116.8204506
Route #2: Dixie - In Town; stop 2.12 ,,"Corner of Boise River Rd & Howe Caldwell, ID 83607",ID,83607,2084597442,3/30/2020,6/30/2020,,,,,,,43.72707279999999,-116.8767003
Route #2: Dixie - In Town; stop 2.13 ,,"22681 Howe Road Caldwell, ID 83607",ID,83607,2084597442,3/30/2020,6/30/2020,,,,,,,43.705177,-116.846484
Route #2: Dixie - In Town; stop 2.14 ,,"22789 Notus Road Caldwell, ID 83607",ID,83607,2084597442,3/30/2020,6/30/2020,,,,,,,43.702861,-116.805414
Route #2: Dixie - In Town; stop 2.15,,"23325 Boise River Road Caldwell, ID 83607",ID,83607,2084597442,3/30/2020,6/30/2020,,,,,,,43.719601,-116.858297
Route #2: Dixie - In Town; stop 2.16 (Greenleaf City Hall),,"20523 Whittier Dr. Greenleaf, ID 83626",ID,83626,2084597442,3/30/2020,6/30/2020,,,,,,,43.66972550000001,-116.8156407
Route #2: Dixie - In Town; stop 2.2 (Notus City Hall),,"375 Notus Road Notus, ID 83656",ID,83656,2084597442,3/30/2020,6/30/2020,,,,,,,43.72541940000001,-116.7992719
Route #2: Dixie - In Town; stop 2.3,,"417 Fargo Notus, ID 83656",ID,83656,2084597442,3/30/2020,6/30/2020,,,,,,,43.7260178,-116.8010338
Route #2: Dixie - In Town; stop 2.4,,"512 1st Street Notus, ID 83656",ID,83656,2084597442,3/30/2020,6/30/2020,,,,,,,43.7274445,-116.7989401
Route #2: Dixie - In Town; stop 2.5,,"339 Jasper Notus, ID 83656",ID,83656,2084597442,3/30/2020,6/30/2020,,,,,,,43.72889199999999,-116.7993644
Route #2: Dixie - In Town; stop 2.6,,"382 Jasper Notus, ID 83656",ID,83656,2084597442,3/30/2020,6/30/2020,,,,,,,43.7292417,-116.8003168
Route #2: Dixie - In Town; stop 2.7,,"Corner of 2nd Street & Jasper Notus, ID 83656",ID,83656,2084597442,3/30/2020,6/30/2020,,,,,,,43.729059,-116.800241
Route #2: Dixie - In Town; stop 2.8,,"Corner of View and Jasper Notus, ID 83656",ID,83656,2084597442,3/30/2020,6/30/2020,,,,,,,43.729036,-116.800928
Route #2: Dixie - In Town; stop 2.9,,"Corner of Tower & Jasper Notus, ID 83656",ID,83656,2084597442,3/30/2020,6/30/2020,,,,,,,43.72903489999999,-116.801575
Sacajawea Elementary,,"1710 North Illinois Caldwell, ID 83605",ID,83605,2084553331,3/18/2020,6/30/2020,,,,,,,43.6855971,-116.6771221
Sacajawea Jr. High,,"3610 12th St Lewiston , ID 83501",ID,83501,2087483064,3/16/2020,,,,,,,,46.3720519,-116.971868
Sage Valley Middle School,,"18070 Sanata Ana Ave Nampa, ID 83687",ID,83687,2084549614,3/30/2020,5/29/2020,,,,,,,43.6348436,-116.6010956
Sand Hollow Country Market,,"500 Sand Hollow Rd. Caldwell, ID 83607",ID,83607,2082785333128,3/30/2020,6/30/2020,,,,,,,43.8075438,-116.7475068
Santa Y,,"Highway 3 South & Highway 6 Santa, ID 83861",ID,83861,2082451309,3/23/2020,6/30/2020,,,,,,,47.1500657,-116.4492971
Senior Center,,"103 S Main Street Council, ID 83612",ID,83612,2082534223,3/30/2020,4/30/2020,,,,,,,44.7295898,-116.4397686
Sherman Elementary,,"1521 E Sherman Ave Nampa, ID 83686",ID,83686,2084684607,3/30/2020,4/21/2020,,,,,,,43.5635169,-116.550636
Shoestring Shop,,"1600 Shoestring Rd Gooding, ID 83330",ID,83330,2089344321,3/17/2020,6/30/2020,,,,,,,42.8655658,-114.7718683
Shoshone Bannock Jr/Sr High,,"50 S Hi-Line Rd Pocatello, ID 83202",ID,83202,2082384200,3/17/2020,6/30/2020,,,,,,,43.0148551,-112.4373534
Silver Hills Elementary,,"1246 Silver Valley Road Osburn, ID 83849",ID,83849,2087534515,3/23/2020,4/20/2020,,,,,,,47.49910970000001,-115.9833699
Skyway Elementary,,"6621 Courcelles Parkway Coeur d' Alene, ID  83814",ID ,83814,2089290220,3/23/2020,6/30/2020,,,,,,,47.7322623,-116.8184715
Skyway Elementary,,"19430 Ward Rd Caldwell, ID 83605",ID,83605,2084549614,3/30/2020,5/29/2020,,,,,,,43.6548268,-116.6224268
Snake River Elementarry,,"500 Stampede Dr Nampa, ID 83687",ID,83687,2084684607,3/30/2020,4/21/2020,,,,,,,43.58907019999999,-116.5460975
Snake River Junior High,,"918 W Highway 39 Blackfoot, ID 83221",ID,83221,2086843001,3/23/2020,6/30/2020,,,,,,,43.1985438,-112.4784135
South Council,,"2121 Kilborn Ln Mesa, ID 83643",ID,83643,2082534223,3/30/2020,4/30/2020,,,,,,,44.6241743,-116.4628995
South Fork Elementary,,"7163 S 2000 W. Rexburg, ID 83440",ID,83440,208359362,3/18/2020,3/28/2020,,,,,,,43.726244,-111.819668
South Pleasant Valley,,"Corner of JoAnna Court and Vista American Falls, ID 83211",ID,83211,2082214830,3/30/2020,5/1/2020,,,,,,,42.78984519999999,-112.9336735
Southside Elementary School,,"307 Southside Rd. Cocolalla, ID 83813",ID,83813,20826321841018,3/19/2020,6/30/2020,,,,,,,48.0999388,-116.6132026
State Shed,,"Highway 3 N and Hells Gulch Road St. Maries, ID 83861",ID,83861,2082451309,3/23/2020,6/30/2020,,,,,,,47.3152384,-116.5624581
Steele Home Bus Stop,,"372 2nd St Mullan, ID 83846",ID,83846,2087441118,3/19/2020,6/30/2020,,,,,,,47.4737354,-115.80234
Stephensen Elementary School,,"100 Gunfighter Ave, Mountain Home AFB Mountain Home AFB, ID 83648",ID,83648,2085872580,3/30/2020,6/30/2020,,,,,,,43.0560009,-115.8518725
Stricker Elementary School,,"900 Polk St West Kimberly , ID 83341",ID,83341,2084234170,3/23/2020,4/30/2020,,,,,,,42.54096,-114.3743732
Stuart Park,,"5161 Stuart Ave Pocatello, ID 83202",ID,83202,2082353256,3/25/2020,5/30/2020,,,,,,,42.927407,-112.474472
Summit Hills Elementary,,"2853 N Lucinda Ave Idaho Falls, ID 83401",ID,83401,2082279671,3/16/2020,6/30/2020,,,,,,,43.5222466,-111.9772348
Sunrise Elementary,,"200 E Fir St Shelley, ID 83274",ID,83274,2083577435,3/30/2020,6/30/2020,,,,,,,43.373403,-112.1207093
Suntree Hollow Mobile Home Park,,"12590 Hwy 75 Ketchum, ID 83353",ID,83353,2085785000,3/18/2020,4/3/2020,,,,,,,43.6494902,-114.3472508
Taft Elementary,,"3722 W Anderson St Boise , ID 83703",ID,83703,2088544067,3/23/2020,6/30/2020,,,,,,,43.642069,-116.235863
Taft Food Service Bus Route,,"N 34 St & W Magnolia Boise, ID 83703",ID,83703,2088544067,3/23/2020,6/30/2020,,,,,,,43.651418,-116.2308151
Taft Food Service Bus Route,,"N Market Ln (after turn from W Stoker Ln) Boise, ID 83703",ID,83703,2088544067,3/23/2020,6/30/2020,,,,,,,43.6534696,-116.2522005
Taft Food Service Bus Route,,"3304 N Lakeharbor Ln Boise, ID 83703",ID,83703,2088544067,3/23/2020,6/30/2020,,,,,,,43.6503159,-116.2506635
Taft Food Service Bus Route,,"W Wylie Ln (just 200 ft. off W State St). Boise, ID 83703",ID,83703,2088544067,3/23/2020,6/30/2020,,,,,,,43.6476796,-116.2463731
